candidates preference to courses:
candidate      course2     course29      course7      course3     course19     course16     course22     course18     course15      course8      course6      course1     course28     course27     course24     course14      course9      course5     course20     course13     course26     course25      course0     course21     course17      course4     course11     course23     course12     course10
candidate875  Unqualified          0.6          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.6          0.6  Unqualified  Unqualified          0.8          0.5  Unqualified          0.9          0.4          0.6  Unqualified  Unqualified          0.3          0.9  Unqualified          0.8            0  Unqualified  Unqualified
candidate876  Unqualified          0.9  Unqualified          0.3          0.3          0.7          0.3          0.3          0.5  Unqualified          0.3            1  Unqualified  Unqualified          0.3  Unqualified          0.7          0.8  Unqualified  Unqualified            0  Unqualified          0.1          0.8  Unqualified  Unqualified            1  Unqualified  Unqualified          0.3
candidate877  Unqualified  Unqualified          0.4          0.5  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.1  Unqualified  Unqualified          0.8          0.9          0.1  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.1          0.1  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.5  Unqualified  Unqualified
candidate878          0.4          0.6  Unqualified          0.8          0.8  Unqualified          0.4  Unqualified            1          0.5          0.7          0.8  Unqualified            1          0.1  Unqualified  Unqualified  Unqualified          0.4          0.9  Unqualified            0  Unqualified          0.9          0.3  Unqualified  Unqualified  Unqualified          0.5  Unqualified
candidate879          0.3  Unqualified          0.9  Unqualified  Unqualified          0.1          0.5          0.4          0.1          0.7          0.7          0.8          0.6  Unqualified          0.6            1          0.4          0.4  Unqualified  Unqualified          0.9          0.3  Unqualified  Unqualified          0.8          0.8  Unqualified  Unqualified          0.9            0
candidate880          0.1  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.1          0.3  Unqualified            1  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.8          0.6  Unqualified          0.9  Unqualified          0.1          0.8          0.2          0.5
candidate881  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.8            1          0.1  Unqualified          0.4          0.7          0.6  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.9  Unqualified          0.2          0.5  Unqualified          0.9          0.6  Unqualified
candidate882  Unqualified          0.7          0.1  Unqualified  Unqualified          0.1  Unqualified          0.4  Unqualified          0.5          0.9  Unqualified          0.9  Unqualified          0.7  Unqualified          0.1  Unqualified            0  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified          0.4          0.5  Unqualified          0.3
candidate883  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.8          0.5  Unqualified  Unqualified          0.1  Unqualified          0.9          0.1          0.7  Unqualified  Unqualified          0.4          0.4          0.1          0.2  Unqualified  Unqualified  Unqualified
candidate884  Unqualified          0.4          0.8  Unqualified  Unqualified          0.3          0.2  Unqualified          0.4  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.6          0.7          0.5  Unqualified          0.3  Unqualified  Unqualified          0.4  Unqualified          0.9          0.4          0.6  Unqualified
candidate885  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.7          0.8          0.4  Unqualified          0.8          0.6  Unqualified          0.8  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.8          0.9          0.9
candidate886            1          0.4  Unqualified          0.3          0.6          0.1  Unqualified  Unqualified          0.4          0.5          0.7          0.1          0.2          0.1  Unqualified          0.4  Unqualified  Unqualified          0.3          0.2          0.4          0.6          0.6  Unqualified  Unqualified          0.9            0  Unqualified          0.5          0.4
candidate887  Unqualified  Unqualified          0.2          0.2  Unqualified  Unqualified          0.7          0.9          0.8          0.9          0.4  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.3  Unqualified          0.5          0.4          0.4  Unqualified  Unqualified          0.6          0.4          0.2
candidate888  Unqualified  Unqualified  Unqualified          0.5          0.1  Unqualified  Unqualified          0.7          0.7          0.6  Unqualified  Unqualified            1          0.5          0.2          0.7            0  Unqualified  Unqualified            1          0.2          0.8          0.1          0.1          0.8  Unqualified  Unqualified  Unqualified          0.1          0.3
candidate889          0.8          0.5          0.2          0.1          0.7  Unqualified  Unqualified  Unqualified          0.2          0.6          0.5  Unqualified          0.7  Unqualified          0.2  Unqualified  Unqualified          0.4          0.3          0.9  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.6  Unqualified
candidate890  Unqualified  Unqualified            1          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.2          0.1          0.7  Unqualified          0.1          0.4          0.1          0.2  Unqualified          0.5  Unqualified            0  Unqualified  Unqualified            1          0.7  Unqualified          0.5  Unqualified            0
candidate891  Unqualified  Unqualified          0.6          0.6          0.8          0.5  Unqualified          0.6  Unqualified          0.5          0.9  Unqualified          0.2          0.8            1          0.3          0.5  Unqualified          0.5          0.8  Unqualified          0.1          0.4          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate892          0.6  Unqualified            0            0  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.4          0.5          0.8          0.3  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.6          0.6          0.2          0.1  Unqualified  Unqualified
candidate893  Unqualified          0.1          0.3          0.3          0.8          0.6  Unqualified          0.9  Unqualified          0.2          0.4          0.3            1  Unqualified  Unqualified            0          0.7  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified            0          0.7  Unqualified  Unqualified  Unqualified          0.2
candidate894  Unqualified  Unqualified  Unqualified          0.3          0.5          0.6  Unqualified            0          0.8          0.5          0.5  Unqualified  Unqualified  Unqualified          0.7          0.3  Unqualified  Unqualified            0  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.2          0.5
candidate895  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9            1  Unqualified  Unqualified  Unqualified            1            0          0.6          0.7
candidate896          0.7          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified          0.5  Unqualified          0.7  Unqualified          0.4  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.8  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified            1
